schema_version,design_id,fetched_at_utc,fetch_batch_id,submission_batch_id,batch_digest,campaign_label,grid_cell_id,run_label,experiment_id,task_id,backend,compiler,correct,open_dd,P_parallel_streams,M_data_per_stream,base_stream_seed,replicate_id,assignment_id,logical_width,shots_requested,target_qubits_requested,layout_request_mode,ideal_ensemble_mean,ideal_stream_sd,analytic_E_iid_F_echo,logical_two_qubit_gates,logical_two_qubit_depth,qasm_sha256,stream_set_sha256,fingerprint_sha256,task_status_query,result_status,result_finished,result_error,returned_task_id,task_id_matches,raw_result_path,returned_qasm_path,fetch_reason,analysis_eligible,hardware_loss_vs_fixed_ideal,parse_reason,counts_parse_pass,shots_observed,shots_match_manifest,ensemble_raw_F_echo,ensemble_cluster_se,ensemble_cluster_ci_low,ensemble_cluster_ci_high,ensemble_naive_independent_se,design_effect,mean_signed_offdiag_pair_corr,mean_abs_offdiag_pair_corr,effective_parallelism_raw,effective_parallelism,effective_parallelism_capped,parallel_efficiency_raw,parallel_efficiency_capped,pair_success_covariance,pair_success_correlation,joint_all_zero_probability,returned_qasm_parse_reason,returned_qasm_parse_pass,returned_depth,returned_two_qubit_gates,returned_two_qubit_depth,returned_swap_gates,returned_num_qubits,returned_num_clbits,returned_measurement_map,returned_physical_pairs,returned_layout_signature,measurement_map_complete,physical_measurements_unique,pair_isolation_audit_pass,swap_free,returned_cross_pair_two_qubit_gates,returned_ops,layout_audit_pass,retry_index,retry_of_task_id,replacement_reason
2,pm_grid_v1,2026-07-31T00:11:50.930866+00:00,fetch_20260731T001150Z_699eb3c0,imdb_parallel_qos_grid_001_P1_8765e8e17ca2,8765e8e17ca27eceb21f7160d95e615d75924248d3573cd196f5b8c30abb69dd,imdb_parallel_qos_grid_001,P1_M4,imdb_parallel_qos_grid_001_M4_P1_rep0,imdb_parallel_grid_M4_P1_seed20260731_rep0_auto_v0,2607310810373622492,Shenglian,qsteed,False,,1,4,20260731,0,auto_v0,2,4096,"[34, 40]",restricted_physical_set,0.25,0.0,0.2265625,14,14,8453e6b7f562a45402224721ccd3ee8cc07808af3acfbce9c88df7daf9af9ffb,e6fa0e176f89ab0dff98c85225d63d30391fb30044e121e64ac3b3a1b93adbd9,549b06a87df88479fa25710dbaceaf0ac983d63d697a694006a701501fe4f392,Finished,Finished,2026-07-31 08:10:41.809968,,2.6073108103736223e+18,True,results/qos_parallel_ensemble/raw_results/result_imdb_parallel_qos_grid_001_M4_P1_rep0_2607310810373622492.json,results/qos_parallel_ensemble/raw_results/returned_imdb_parallel_qos_grid_001_M4_P1_rep0_2607310810373622492.qasm,ok,True,0.07275390625,ok,True,4096.0,True,0.17724609375,0.0059675540298342105,0.1655499027757281,0.1889422847242719,0.0059675540298342105,1.0,,,1.0,1.0,1.0,1.0,1.0,[[0.14586552770146521]],[[1.0]],0.17724609375,ok,True,80.0,14.0,14.0,0.0,84.0,2.0,"{'0': 34, '1': 40}","[[34, 40]]","[[34,40]]",True,True,True,True,0.0,"{'rz': 36, 'ry': 21, 'cx': 14, 'barrier': 10, 'rx': 9, 'h': 4, 'measure': 2}",True,,,
2,pm_grid_v1,2026-07-31T00:11:51.994817+00:00,fetch_20260731T001150Z_699eb3c0,imdb_parallel_qos_grid_001_P1_8765e8e17ca2,8765e8e17ca27eceb21f7160d95e615d75924248d3573cd196f5b8c30abb69dd,imdb_parallel_qos_grid_001,P1_M8,imdb_parallel_qos_grid_001_M8_P1_rep0,imdb_parallel_grid_M8_P1_seed20260731_rep0_auto_v0,2607310810377523666,Shenglian,qsteed,False,,1,8,20260731,0,auto_v0,2,4096,"[34, 40]",restricted_physical_set,0.25,0.0,0.299713134765625,18,18,881a7de9d31e19ece30d4e45b83a6bb5d86a4d9357df11fd578302dce88b5624,eacd1be3b7bdf07c9ce0d13632274f678769ce28c310485c8688bf071e4536e2,aaa06f5090e76c504d65ab1be7d1eafa0d2cfdb32ad34ca7ffe38c630e4aceef,Finished,Finished,2026-07-31 08:10:44.399880,,2.6073108103775237e+18,True,results/qos_parallel_ensemble/raw_results/result_imdb_parallel_qos_grid_001_M8_P1_rep0_2607310810377523666.json,results/qos_parallel_ensemble/raw_results/returned_imdb_parallel_qos_grid_001_M8_P1_rep0_2607310810377523666.qasm,ok,True,-0.0751953125,ok,True,4096.0,True,0.3251953125,0.007320390196703787,0.3108476113616805,0.3395430136383195,0.007320390196703787,1.0,,,1.0,1.0,1.0,1.0,1.0,[[0.21949690934065935]],[[1.0]],0.3251953125,ok,True,102.0,18.0,18.0,0.0,84.0,2.0,"{'0': 34, '1': 40}","[[34, 40]]","[[34,40]]",True,True,True,True,0.0,"{'rz': 44, 'ry': 27, 'cx': 18, 'rx': 15, 'barrier': 14, 'h': 4, 'measure': 2}",True,,,
2,pm_grid_v1,2026-07-31T00:11:53.042417+00:00,fetch_20260731T001150Z_699eb3c0,imdb_parallel_qos_grid_001_P1_8765e8e17ca2,8765e8e17ca27eceb21f7160d95e615d75924248d3573cd196f5b8c30abb69dd,imdb_parallel_qos_grid_001,P1_M16,imdb_parallel_qos_grid_001_M16_P1_rep0,imdb_parallel_grid_M16_P1_seed20260731_rep0_auto_v0,2607310810381424102,Shenglian,qsteed,False,,1,16,20260731,0,auto_v0,2,4096,"[34, 40]",restricted_physical_set,0.46338834764831843,0.0,0.42643681702684777,28,28,4894d5faa75b8371879a112e518f1066ffb88ecb554f6971796761b90801f6b6,88463a704629f4543fa60b48654471df354962b777a24613212501888f624d3f,3001f3cb0aec599dd075df9a7d10c513bcf3f555129258a386d3e9281053f2a7,Finished,Finished,2026-07-31 08:10:47.072615,,2.607310810381424e+18,True,results/qos_parallel_ensemble/raw_results/result_imdb_parallel_qos_grid_001_M16_P1_rep0_2607310810381424102.json,results/qos_parallel_ensemble/raw_results/returned_imdb_parallel_qos_grid_001_M16_P1_rep0_2607310810381424102.qasm,ok,True,0.31128873827331843,ok,True,4096.0,True,0.152099609375,0.005611894706650158,0.14110049786493473,0.16309872088506527,0.005611894706650158,1.0,,,1.0,1.0,1.0,1.0,1.0,[[0.12899681156517093]],[[1.0]],0.152099609375,ok,True,157.0,28.0,28.0,0.0,84.0,2.0,"{'0': 34, '1': 40}","[[34, 40]]","[[34,40]]",True,True,True,True,0.0,"{'rz': 66, 'ry': 42, 'cx': 28, 'rx': 27, 'barrier': 22, 'h': 4, 'measure': 2}",True,,,
2,pm_grid_v1,2026-07-31T00:11:54.082822+00:00,fetch_20260731T001150Z_699eb3c0,imdb_parallel_qos_grid_001_P1_8765e8e17ca2,8765e8e17ca27eceb21f7160d95e615d75924248d3573cd196f5b8c30abb69dd,imdb_parallel_qos_grid_001,P1_M32,imdb_parallel_qos_grid_001_M32_P1_rep0,imdb_parallel_grid_M32_P1_seed20260731_rep0_auto_v0,2607310810385348008,Shenglian,qsteed,False,,1,32,20260731,0,auto_v0,2,4096,"[34, 40]",restricted_physical_set,0.8982315199883696,0.0,0.5941587446516726,56,56,f90020646f4da01340dc6fd83b08cf50e24e279597f8abaf99efa8568bedb556,ab6bec1fa1598c07d416b7adc42d27b7f70e25e8c0a2ff3723369892c596f941,1f3a1fa7f2e7d33a628b4e322b5ed34619d9c784776e311a225fd4982fe40a4c,Finished,Finished,2026-07-31 08:10:49.924549,,2.607310810385348e+18,True,results/qos_parallel_ensemble/raw_results/result_imdb_parallel_qos_grid_001_M32_P1_rep0_2607310810385348008.json,results/qos_parallel_ensemble/raw_results/returned_imdb_parallel_qos_grid_001_M32_P1_rep0_2607310810385348008.qasm,ok,True,0.6274795668633696,ok,True,4096.0,True,0.270751953125,0.006943788485817724,0.25714237777653337,0.28436152847346663,0.006943788485817724,1.0,,,1.0,1.0,1.0,1.0,1.0,[[0.19749354920253356]],[[1.0]],0.270751953125,ok,True,311.0,56.0,56.0,0.0,84.0,2.0,"{'0': 34, '1': 40}","[[34, 40]]","[[34,40]]",True,True,True,True,0.0,"{'rz': 132, 'ry': 84, 'cx': 56, 'rx': 54, 'barrier': 38, 'h': 4, 'measure': 2}",True,,,
2,pm_grid_v1,2026-07-31T00:11:55.458759+00:00,fetch_20260731T001150Z_699eb3c0,imdb_parallel_qos_grid_001_P1_8765e8e17ca2,8765e8e17ca27eceb21f7160d95e615d75924248d3573cd196f5b8c30abb69dd,imdb_parallel_qos_grid_001,P1_M64,imdb_parallel_qos_grid_001_M64_P1_rep0,imdb_parallel_grid_M64_P1_seed20260731_rep0_auto_v0,2607310810389410769,Shenglian,qsteed,False,,1,64,20260731,0,auto_v0,2,4096,"[34, 40]",restricted_physical_set,0.9184882524147662,0.0,0.7496859337217165,100,100,b2c947a6a7c554d533c44bd1b557d9d19883ac8a7f5d7f4f3afd9df54320c94f,21b71ff056b360ae87ae1d0163988de81da1c6305490e79f60de97e4e0c5a109,52938e13f3d1c8a8adb38b178236fd81ac52a0d8cc8051983aace14447b348c1,Finished,Finished,2026-07-31 08:10:52.851581,,2.607310810389411e+18,True,results/qos_parallel_ensemble/raw_results/result_imdb_parallel_qos_grid_001_M64_P1_rep0_2607310810389410769.json,results/qos_parallel_ensemble/raw_results/returned_imdb_parallel_qos_grid_001_M64_P1_rep0_2607310810389410769.qasm,ok,True,0.6972968461647662,ok,True,4096.0,True,0.22119140625,0.006485934213776211,0.2084792087849025,0.2339036037150975,0.006485934213776211,1.0,,,1.0,1.0,1.0,1.0,1.0,[[0.1723078353937729]],[[1.0]],0.22119140625,ok,True,553.0,100.0,100.0,0.0,84.0,2.0,"{'0': 34, '1': 40}","[[34, 40]]","[[34,40]]",True,True,True,True,0.0,"{'rz': 232, 'ry': 150, 'rx': 102, 'cx': 100, 'barrier': 70, 'h': 4, 'measure': 2}",True,,,
2,pm_grid_v1,2026-07-31T00:11:56.241201+00:00,fetch_20260731T001150Z_699eb3c0,imdb_parallel_qos_grid_001_P1_8765e8e17ca2,8765e8e17ca27eceb21f7160d95e615d75924248d3573cd196f5b8c30abb69dd,imdb_parallel_qos_grid_001,P1_M96,imdb_parallel_qos_grid_001_M96_P1_rep0,imdb_parallel_grid_M96_P1_seed20260731_rep0_auto_v0,2607310810394988671,Shenglian,qsteed,False,,1,96,20260731,0,auto_v0,2,4096,"[34, 40]",restricted_physical_set,0.8828929792692342,0.0,0.8198870250066687,152,152,f1c40ccc98658436fbceed84158f279677f17487e3e92811f6ec606f118854dc,a95670546373c206e50a601611915a4fd645b03fb18433dd377a6b3aa1fe9b65,bda7e0f323f8c1c426c74911dfbf57690cae4b93de9756b6300b93f090dfc3a5,Finished,Finished,2026-07-31 08:10:56.186343,,2.6073108103949885e+18,True,results/qos_parallel_ensemble/raw_results/result_imdb_parallel_qos_grid_001_M96_P1_rep0_2607310810394988671.json,results/qos_parallel_ensemble/raw_results/returned_imdb_parallel_qos_grid_001_M96_P1_rep0_2607310810394988671.qasm,ok,True,0.6758617292692342,ok,True,4096.0,True,0.20703125,0.006331681132543663,0.19462138301862264,0.21944111698137736,0.006331681132543663,1.0,,,1.0,1.0,1.0,1.0,1.0,[[0.1642094017094017]],[[1.0]],0.20703125,ok,True,839.0,152.0,152.0,0.0,84.0,2.0,"{'0': 34, '1': 40}","[[34, 40]]","[[34,40]]",True,True,True,True,0.0,"{'rz': 358, 'ry': 228, 'cx': 152, 'rx': 147, 'barrier': 102, 'h': 4, 'measure': 2}",True,,,
2,pm_grid_v1,2026-07-31T00:23:45.730086+00:00,fetch_20260731T002345Z_87f4049f,imdb_parallel_qos_grid_001_P2_6fbe20de144c,6fbe20de144c13fb35b2baa3efba3e861d558f2e5d4d00f438bffe4fd0b0b69a,imdb_parallel_qos_grid_001,P2_M4,imdb_parallel_qos_grid_001_M4_P2_rep0,imdb_parallel_grid_M4_P2_seed20260731_rep0_auto_v0,2607310821430180214,Shenglian,qsteed,False,,2,4,20260731,0,auto_v0,4,4096,[],compiler_auto,0.25,0.0,0.2265625,28,14,903c56124ab7fc7ed7ff2a1148a17b35ddc1dbad25eeec3a50861c41bc1b2b63,836485c3efa82cf55362fda7a6e628e109735257e87ef2d211e3dde3389e0ec5,956fa6609ddc304e3acc49dced3821e399f6725d5fa986828e9857a1bf117a32,Finished,Finished,2026-07-31 08:21:48.881179,,2.6073108214301804e+18,True,results/qos_parallel_ensemble/raw_results/result_imdb_parallel_qos_grid_001_M4_P2_rep0_2607310821430180214.json,results/qos_parallel_ensemble/raw_results/returned_imdb_parallel_qos_grid_001_M4_P2_rep0_2607310821430180214.qasm,ok,True,0.037353515625,ok,True,4096.0,True,0.212646484375,0.004579643557957018,0.20367054793937336,0.22162242081062664,0.004521274820887993,1.025986255492054,0.025987569720439408,0.025987569720439408,1.9493438526043592,1.9493438526043592,1.9493438526043592,0.9746719263021796,0.9746719263021796,"[[0.16914438100961537, 0.00435166504502442], [0.00435166504502442, 0.16577613467261904]]","[[1.0, 0.025987569720439408], [0.025987569720439408, 1.0]]",0.049560546875,ok,True,80.0,28.0,14.0,0.0,84.0,4.0,"{'0': 41, '1': 48, '2': 40, '3': 34}","[[41, 48], [40, 34]]","[[41,48],[40,34]]",True,True,True,True,0.0,"{'rz': 70, 'ry': 42, 'cx': 28, 'rx': 21, 'barrier': 10, 'h': 8, 'measure': 4}",True,,,
2,pm_grid_v1,2026-07-31T00:23:46.347021+00:00,fetch_20260731T002345Z_87f4049f,imdb_parallel_qos_grid_001_P2_6fbe20de144c,6fbe20de144c13fb35b2baa3efba3e861d558f2e5d4d00f438bffe4fd0b0b69a,imdb_parallel_qos_grid_001,P2_M8,imdb_parallel_qos_grid_001_M8_P2_rep0,imdb_parallel_grid_M8_P2_seed20260731_rep0_auto_v0,2607310821434299257,Shenglian,qsteed,False,,2,8,20260731,0,auto_v0,4,4096,[],compiler_auto,0.25,0.0,0.299713134765625,36,18,96f265cfda5af68e1d92472d04fbe3c94cc143ccb991ab3c85f9f48b2056813b,ceb6110b4e96139ce8f532d8d971ae8ce410d8162c2b3bb0761a1ecb0f88ae9e,90240f96afaf412940fc53439d6dedd53de020eee36a9cc15dc713b17e5ae9ad,Finished,Finished,2026-07-31 08:21:51.571564,,2.6073108214342994e+18,True,results/qos_parallel_ensemble/raw_results/result_imdb_parallel_qos_grid_001_M8_P2_rep0_2607310821434299257.json,results/qos_parallel_ensemble/raw_results/returned_imdb_parallel_qos_grid_001_M8_P2_rep0_2607310821434299257.qasm,ok,True,0.010498046875,ok,True,4096.0,True,0.239501953125,0.004629902701578414,0.2304275105779816,0.2485763956720184,0.0046411226749495695,0.9951708188119461,-0.004954528053145668,0.004954528053145668,2.0097052306935983,2.0097052306935983,2.0,1.0048526153467991,1.0,"[[0.21589632698031136, -0.0008521372290903541], [-0.0008521372290903541, 0.1370153555212149]]","[[0.9999999999999999, -0.004954528053145668], [-0.004954528053145668, 0.9999999999999998]]",0.05078125,ok,True,102.0,36.0,18.0,0.0,84.0,4.0,"{'0': 40, '1': 34, '2': 48, '3': 41}","[[40, 34], [48, 41]]","[[40,34],[48,41]]",True,True,True,True,0.0,"{'rz': 90, 'ry': 54, 'cx': 36, 'rx': 27, 'barrier': 14, 'h': 8, 'measure': 4}",True,,,
2,pm_grid_v1,2026-07-31T00:37:03.244333+00:00,fetch_20260731T003703Z_3c4fc7d2,imdb_parallel_qos_grid_001_P2_6fbe20de144c,6fbe20de144c13fb35b2baa3efba3e861d558f2e5d4d00f438bffe4fd0b0b69a,imdb_parallel_qos_grid_001,P2_M16,imdb_parallel_qos_grid_001_M16_P2_rep0,imdb_parallel_grid_M16_P2_seed20260731_rep0_auto_v0,2607310821438467483,Shenglian,qsteed,False,,2,16,20260731,0,auto_v0,4,4096,[],compiler_auto,0.25,0.30177669529663687,0.42643681702684777,56,32,8432908b4eeba5bc37d70c0d4f6b2a0a35a1c86e37f72699849e1618936d38b8,8111f1d07c861fb968b7379c772ef9dd6cf02090fed9eda54aee0963f31f5b4b,8ab3ed00b610216174606f74385ed012bd54b589c12df5bad41d14d5db999b4b,Finished,Finished,2026-07-31 08:21:54.464319,,2.6073108214384676e+18,True,results/qos_parallel_ensemble/raw_results/result_imdb_parallel_qos_grid_001_M16_P2_rep0_2607310821438467483.json,results/qos_parallel_ensemble/raw_results/returned_imdb_parallel_qos_grid_001_M16_P2_rep0_2607310821438467483.qasm,audit_failed,False,0.05517578125,ok,True,4096.0,True,0.19482421875,0.004398662905631139,0.18620299787483066,0.20344543962516934,0.004375214404287613,1.0107475127201142,0.010754904177681981,0.010754904177681981,1.9787335361505058,1.9787335361505058,1.9787335361505058,0.9893667680752529,0.9893667680752529,"[[0.16262824089972527, 0.0016853751717032968], [0.0016853751717032968, 0.15100249685210623]]","[[1.0, 0.010754904177681981], [0.010754904177681981, 1.0]]",0.03955078125,ok,True,317.0,140.0,98.0,0.0,84.0,4.0,"{'0': 40, '1': 48, '2': 34, '3': 41}","[[40, 48], [34, 41]]","[[40,48],[34,41]]",True,True,False,True,84.0,"{'cx': 140, 'rz': 138, 'ry': 84, 'rx': 45, 'barrier': 22, 'h': 8, 'measure': 4}",False,,,
2,pm_grid_v1,2026-07-31T00:23:47.547769+00:00,fetch_20260731T002345Z_87f4049f,imdb_parallel_qos_grid_001_P2_6fbe20de144c,6fbe20de144c13fb35b2baa3efba3e861d558f2e5d4d00f438bffe4fd0b0b69a,imdb_parallel_qos_grid_001,P2_M32,imdb_parallel_qos_grid_001_M32_P2_rep0,imdb_parallel_grid_M32_P2_seed20260731_rep0_auto_v0,2607310821442690814,Shenglian,qsteed,False,,2,32,20260731,0,auto_v0,4,4096,[],compiler_auto,0.5402910037350475,0.5062043326082752,0.5941587446516726,106,64,31771d6cbfcfeed4c100f3e87ff83908bd0237ca2c6e5af117eca79168acd8dc,73e6d05d09c4c90029dabb4f3dd85981b2e38ccf5059a856cb8d0f05c9f238f3,ad487926390ad7c92660409f9ec6675f532005f2606f7e6d831b5b85409b9da4,Finished,Finished,2026-07-31 08:21:57.346953,,2.6073108214426906e+18,True,results/qos_parallel_ensemble/raw_results/result_imdb_parallel_qos_grid_001_M32_P2_rep0_2607310821442690814.json,results/qos_parallel_ensemble/raw_results/returned_imdb_parallel_qos_grid_001_M32_P2_rep0_2607310821442690814.qasm,ok,True,0.34998338654754746,ok,True,4096.0,True,0.1903076171875,0.004339817521094861,0.18180173114667816,0.19881350322832184,0.004337247645475827,1.001185377073902,0.0011855942397579259,0.0011855942397579259,1.9976320527625635,1.9976320527625635,1.9976320527625635,0.9988160263812818,0.9988160263812818,"[[0.15115613553113552, 0.00018267322954822955], [0.00018267322954822955, 0.15705503806089743]]","[[1.0, 0.0011855942397579259], [0.0011855942397579259, 0.9999999999999998]]",0.036376953125,ok,True,355.0,106.0,64.0,0.0,84.0,4.0,"{'0': 41, '1': 48, '2': 40, '3': 34}","[[41, 48], [40, 34]]","[[41,48],[40,34]]",True,True,True,True,0.0,"{'rz': 252, 'ry': 159, 'cx': 106, 'rx': 99, 'barrier': 38, 'h': 8, 'measure': 4}",True,,,
